cod;nome;período;valor
33;RJ;1999;3726
50;MS;1999;124
13;AM;2000;454
41;PR;2000;331
29;BA;2000;802
22;PI;2000;138
16;AP;2000;124
50;MS;2000;273
14;RR;2000;89
23;CE;2000;656
25;PB;2000;351
28;SE;2000;171
21;MA;2000;230
11;RO;2000;230
24;RN;2000;161
53;DF;2000;533
33;RJ;2000;4003
15;PA;2000;603
31;MG;2000;1126
27;AL;2000;487
32;ES;2000;624
35;SP;2000;6029
43;RS;2000;250
51;MT;2000;561
42;SC;2000;47
52;GO;2000;472
26;PE;2000;3003
12;AC;2000;44
17;TO;2000;103
51;MT;2001;573
50;MS;2001;277
43;RS;2001;300
17;TO;2001;126
28;SE;2001;256
35;SP;2001;6096
42;SC;2001;61
15;PA;2001;725
27;AL;2001;557
32;ES;2001;680
25;PB;2001;298
22;PI;2001;155
23;CE;2001;638
29;BA;2001;1130
24;RN;2001;204
31;MG;2001;1304
26;PE;2001;3441
52;GO;2001;606
33;RJ;2001;4003
41;PR;2001;333
12;AC;2001;65
16;AP;2001;155
11;RO;2001;275
53;DF;2001;549
21;MA;2001;403
13;AM;2001;371
14;RR;2001;76
21;MA;2002;462
15;PA;2002;974
13;AM;2002;415
27;AL;2002;616
31;MG;2002;1776
50;MS;2002;298
24;RN;2002;201
28;SE;2002;362
26;PE;2002;3395
32;ES;2002;742
33;RJ;2002;4634
16;AP;2002;149
43;RS;2002;288
35;SP;2002;5643
51;MT;2002;549
42;SC;2002;75
29;BA;2002;1209
17;TO;2002;110
12;AC;2002;92
25;PB;2002;405
11;RO;2002;351
22;PI;2002;214
52;GO;2002;666
14;RR;2002;83
23;CE;2002;657
41;PR;2002;377
53;DF;2002;503
11;RO;2003;346
24;RN;2003;261
43;RS;2003;331
27;AL;2003;591
17;TO;2003;144
16;AP;2003;159
13;AM;2003;465
29;BA;2003;1565
28;SE;2003;262
23;CE;2003;708
53;DF;2003;578
12;AC;2003;91
32;ES;2003;816
35;SP;2003;5461
52;GO;2003;709
21;MA;2003;599
51;MT;2003;544
42;SC;2003;93
50;MS;2003;355
31;MG;2003;2340
15;PA;2003;1159
14;RR;2003;75
25;PB;2003;458
41;PR;2003;380
26;PE;2003;3375
22;PI;2003;217
33;RJ;2003;4671
25;PB;2004;493
24;RN;2004;233
53;DF;2004;538
14;RR;2004;63
15;PA;2004;1274
51;MT;2004;512
42;SC;2004;92
21;MA;2004;587
12;AC;2004;73
43;RS;2004;358
27;AL;2004;666
52;GO;2004;830
22;PI;2004;237
50;MS;2004;342
17;TO;2004;135
16;AP;2004;146
35;SP;2004;4434
13;AM;2004;406
11;RO;2004;358
32;ES;2004;859
26;PE;2004;3224
31;MG;2004;2686
33;RJ;2004;4536
41;PR;2004;495
29;BA;2004;1704
28;SE;2004;255
23;CE;2004;655
17;TO;2005;133
23;CE;2005;715
28;SE;2005;323
13;AM;2005;466
53;DF;2005;519
16;AP;2005;159
14;RR;2005;64
15;PA;2005;1625
41;PR;2005;589
35;SP;2005;3474
42;SC;2005;88
25;PB;2005;563
43;RS;2005;385
31;MG;2005;2658
11;RO;2005;361
26;PE;2005;3291
12;AC;2005;79
27;AL;2005;766
22;PI;2005;266
51;MT;2005;579
52;GO;2005;920
32;ES;2005;924
29;BA;2005;2216
33;RJ;2005;4385
50;MS;2005;316
21;MA;2005;725
24;RN;2005;248
21;MA;2006;753
51;MT;2006;605
12;AC;2006;94
52;GO;2006;985
50;MS;2006;342
32;ES;2006;1008
35;SP;2006;3121
31;MG;2006;2520
14;RR;2006;64
53;DF;2006;537
43;RS;2006;351
15;PA;2006;1749
23;CE;2006;907
25;PB;2006;648
29;BA;2006;2624
28;SE;2006;384
41;PR;2006;474
11;RO;2006;386
13;AM;2006;551
24;RN;2006;291
26;PE;2006;3632
16;AP;2006;176
22;PI;2006;329
27;AL;2006;1012
17;TO;2006;171
33;RJ;2006;4339
42;SC;2006;78
43;RS;2007;411
51;MT;2007;561
41;PR;2007;575
53;DF;2007;550
16;AP;2007;132
26;PE;2007;3790
32;ES;2007;1081
35;SP;2007;2417
42;SC;2007;88
21;MA;2007;911
11;RO;2007;285
13;AM;2007;605
17;TO;2007;164
23;CE;2007;1283
27;AL;2007;1179
22;PI;2007;285
52;GO;2007;970
15;PA;2007;1841
29;BA;2007;2909
50;MS;2007;341
12;AC;2007;82
33;RJ;2007;3952
25;PB;2007;704
28;SE;2007;350
14;RR;2007;75
24;RN;2007;399
31;MG;2007;2528
23;CE;2008;1303
33;RJ;2008;3365
14;RR;2008;69
24;RN;2008;510
25;PB;2008;852
12;AC;2008;69
29;BA;2008;3876
31;MG;2008;2407
17;TO;2008;177
28;SE;2008;383
41;PR;2008;640
11;RO;2008;298
13;AM;2008;711
42;SC;2008;100
35;SP;2008;2265
26;PE;2008;3641
32;ES;2008;1123
16;AP;2008;183
50;MS;2008;339
43;RS;2008;439
22;PI;2008;268
27;AL;2008;1465
52;GO;2008;1204
21;MA;2008;1030
51;MT;2008;630
53;DF;2008;644
15;PA;2008;2445
15;PA;2009;2558
52;GO;2009;1327
35;SP;2009;2385
53;DF;2009;692
43;RS;2009;409
29;BA;2009;4455
41;PR;2009;619
32;ES;2009;1215
51;MT;2009;682
31;MG;2009;2261
22;PI;2009;296
25;PB;2009;1069
16;AP;2009;158
17;TO;2009;208
13;AM;2009;786
23;CE;2009;1280
42;SC;2009;107
33;RJ;2009;3237
50;MS;2009;374
11;RO;2009;338
27;AL;2009;1499
28;SE;2009;454
24;RN;2009;574
12;AC;2009;97
14;RR;2009;66
26;PE;2009;3208
21;MA;2009;1143
26;PE;2010;2803
32;ES;2010;1171
16;AP;2010;191
15;PA;2010;2998
42;SC;2010;114
50;MS;2010;336
33;RJ;2010;3484
21;MA;2010;1242
29;BA;2010;4781
53;DF;2010;630
22;PI;2010;299
27;AL;2010;1592
31;MG;2010;2256
35;SP;2010;2219
52;GO;2010;1403
12;AC;2010;83
24;RN;2010;582
51;MT;2010;667
23;CE;2010;1600
25;PB;2010;1227
28;SE;2010;533
13;AM;2010;920
14;RR;2010;93
11;RO;2010;364
43;RS;2010;398
41;PR;2010;619
17;TO;2010;250
32;ES;2011;1105
12;AC;2011;88
27;AL;2011;1899
16;AP;2011;163
13;AM;2011;1065
29;BA;2011;4402
23;CE;2011;1541
53;DF;2011;723
52;GO;2011;1537
21;MA;2011;1255
51;MT;2011;679
50;MS;2011;376
31;MG;2011;2622
15;PA;2011;2629
25;PB;2011;1324
41;PR;2011;599
26;PE;2011;2790
22;PI;2011;327
33;RJ;2011;2933
24;RN;2011;757
43;RS;2011;427
11;RO;2011;290
14;RR;2011;65
42;SC;2011;123
35;SP;2011;2293
28;SE;2011;621
17;TO;2011;252
50;MS;2012;402
14;RR;2012;93
24;RN;2012;819
31;MG;2012;2896
15;PA;2012;2738
25;PB;2012;1176
27;AL;2012;1789
16;AP;2012;200
28;SE;2012;748
13;AM;2012;1094
29;BA;2012;4989
17;TO;2012;266
22;PI;2012;413
23;CE;2012;1811
35;SP;2012;2627
53;DF;2012;785
43;RS;2012;475
26;PE;2012;2805
32;ES;2012;1205
52;GO;2012;1963
42;SC;2012;156
33;RJ;2012;2999
41;PR;2012;690
21;MA;2012;1459
11;RO;2012;338
12;AC;2012;157
51;MT;2012;732
33;RJ;2013;3247
43;RS;2013;454
22;PI;2013;451
26;PE;2013;2572
41;PR;2013;540
11;RO;2013;288
25;PB;2013;1187
15;PA;2013;2830
31;MG;2013;3076
14;RR;2013;123
50;MS;2013;360
51;MT;2013;798
21;MA;2013;1788
24;RN;2013;1064
42;SC;2013;101
52;GO;2013;2076
32;ES;2013;1182
53;DF;2013;681
35;SP;2013;2459
23;CE;2013;2088
29;BA;2013;4709
13;AM;2013;955
28;SE;2013;829
16;AP;2013;162
27;AL;2013;1845
12;AC;2013;165
17;TO;2013;235
22;PI;2014;538
43;RS;2014;577
21;MA;2014;2048
53;DF;2014;664
11;RO;2014;386
26;PE;2014;2704
24;RN;2014;1233
31;MG;2014;3153
12;AC;2014;171
35;SP;2014;2612
27;AL;2014;1829
29;BA;2014;5095
23;CE;2014;2362
41;PR;2014;541
17;TO;2014;267
42;SC;2014;138
51;MT;2014;946
15;PA;2014;2912
25;PB;2014;1244
14;RR;2014;83
52;GO;2014;1986
33;RJ;2014;3666
16;AP;2014;213
28;SE;2014;938
50;MS;2014;388
32;ES;2014;1206
13;AM;2014;1038
13;AM;2015;1242
51;MT;2015;843
21;MA;2015;2003
27;AL;2015;1566
42;SC;2015;185
52;GO;2015;2087
43;RS;2015;601
41;PR;2015;611
32;ES;2015;1061
53;DF;2015;551
12;AC;2015;169
26;PE;2015;3173
35;SP;2015;2336
23;CE;2015;2118
17;TO;2015;342
29;BA;2015;5112
22;PI;2015;487
24;RN;2015;1207
33;RJ;2015;3283
28;SE;2015;1157
15;PA;2015;3138
16;AP;2015;251
25;PB;2015;1222
31;MG;2015;3033
11;RO;2015;397
14;RR;2015;138
50;MS;2015;367
25;PB;2016;1099
22;PI;2016;563
11;RO;2016;483
32;ES;2016;943
50;MS;2016;369
28;SE;2016;1330
16;AP;2016;347
52;GO;2016;2168
15;PA;2016;3597
17;TO;2016;426
42;SC;2016;213
27;AL;2016;1665
51;MT;2016;845
31;MG;2016;3099
23;CE;2016;2363
14;RR;2016;145
26;PE;2016;3618
29;BA;2016;6132
33;RJ;2016;4076
35;SP;2016;2017
53;DF;2016;569
41;PR;2016;619
13;AM;2016;1231
43;RS;2016;707
12;AC;2016;288
24;RN;2016;1479
21;MA;2016;1963
53;DF;2017;452
11;RO;2017;357
12;AC;2017;404
13;AM;2017;1418
14;RR;2017;169
15;PA;2017;3858
16;AP;2017;328
17;TO;2017;407
21;MA;2017;1855
22;PI;2017;509
23;CE;2017;4580
24;RN;2017;1798
25;PB;2017;1151
26;PE;2017;4462
27;AL;2017;1636
28;SE;2017;1168
29;BA;2017;6377
31;MG;2017;2885
32;ES;2017;1098
33;RJ;2017;4378
35;SP;2017;2002
41;PR;2017;647
42;SC;2017;247
43;RS;2017;772
50;MS;2017;385
51;MT;2017;780
52;GO;2017;2094
11;RO;2018;323
12;AC;2018;322
13;AM;2018;1300
14;RR;2018;282
15;PA;2018;3827
16;AP;2018;377
17;TO;2018;430
21;MA;2018;1656
22;PI;2018;488
23;CE;2018;4051
24;RN;2018;1509
25;PB;2018;1085
26;PE;2018;3387
27;AL;2018;1120
28;SE;2018;1045
29;BA;2018;5717
31;MG;2018;2265
32;ES;2018;887
33;RJ;2018;4448
35;SP;2018;1571
41;PR;2018;607
42;SC;2018;157
43;RS;2018;619
50;MS;2018;320
51;MT;2018;695
52;GO;2018;1929
53;DF;2018;372
11;RO;2019;295
12;AC;2019;252
13;AM;2019;1284
14;RR;2019;148
15;PA;2019;2887
16;AP;2019;330
17;TO;2019;337
21;MA;2019;1402
22;PI;2019;454
23;CE;2019;2036
24;RN;2019;1110
25;PB;2019;800
26;PE;2019;2749
27;AL;2019;993
28;SE;2019;884
29;BA;2019;5264
31;MG;2019;1938
32;ES;2019;802
33;RJ;2019;2435
35;SP;2019;1535
53;DF;2019;339
52;GO;2019;1627
51;MT;2019;639
50;MS;2019;280
43;RS;2019;463
42;SC;2019;163
41;PR;2019;542
